angle    w.speed (m/s)  frequency
341.0000      3.1500      0.0002
341.1000     11.5000      0.0010
341.1000     12.2800      0.0009
341.1000     16.4800      0.0003
341.1000     16.0600      0.0006
341.2000     11.6900      0.0005
341.2000      9.0400      0.0008
341.2000      8.4500      0.0011
341.3000      2.6500      0.0003
341.3000     18.4900      0.0003
341.3000     15.8300      0.0003
341.3000     12.0200      0.0008
341.5000      6.1800      0.0007
341.5000     19.7400      0.0003
341.5000     14.1800      0.0007
341.5000      9.9500      0.0009
341.5000     14.4000      0.0007
341.5000     10.4800      0.0009
341.6000      7.6200      0.0007
341.6000      2.1200      0.0002
341.6000     19.3100      0.0002
341.6000      8.9800      0.0010
341.6000     16.3500      0.0002
341.6000      3.7900      0.0003
341.7000      4.8200      0.0007
341.7000     13.3600      0.0003
341.7000      9.6000      0.0005
341.7000     12.7200      0.0009
341.7000      9.3600      0.0009
341.7000      8.3900      0.0008
341.7000     11.3200      0.0008
341.8000      9.3200      0.0009
341.8000      5.8400      0.0007
341.8000     16.2700      0.0010
341.8000     17.7100      0.0005
341.8000     14.9800      0.0005
341.8000     10.0600      0.0009
341.8000     15.6400      0.0011
341.9000     20.3700      0.0002
341.9000      7.1600      0.0010
341.9000      4.1800      0.0005
341.9000     15.7900      0.0002
341.9000     16.3900      0.0006
342.0000      4.5900      0.0009
342.0000     16.1900      0.0003
342.1000     16.1400      0.0006
342.1000     15.3300      0.0003
342.1000     12.8200      0.0013
342.1000     12.7300      0.0007
342.1000     15.6100      0.0007
342.1000     13.5700      0.0007
342.1000     15.8800      0.0006
342.2000     21.4500      0.0003
342.2000     20.0100      0.0006
342.2000      9.0300      0.0008
342.3000      8.4700      0.0017
342.3000     14.3400      0.0011
342.3000     10.5300      0.0009
342.3000      9.2500      0.0005
342.4000     14.3100      0.0005
342.4000     10.1100      0.0005
342.5000      1.2100      0.0002
342.5000      8.6000      0.0007
342.5000      8.2300      0.0006
342.5000     19.2500      0.0003
342.5000      8.0700      0.0005
342.6000      5.5700      0.0005
342.6000      9.5600      0.0005
342.6000      7.3500      0.0011
342.6000     12.3400      0.0010
342.6000      8.2700      0.0011
342.6000      7.4500      0.0010
342.6000     10.0600      0.0009
342.6000     15.6500      0.0008
342.7000      2.7200      0.0005
342.7000     17.8600      0.0002
342.7000      9.0400      0.0008
342.7000      4.2300      0.0002
342.7000      4.5300      0.0002
342.8000     17.5200      0.0003
342.8000      2.9400      0.0007
342.8000      4.6900      0.0007
342.9000      8.3800      0.0010
342.9000     10.4700      0.0013
342.9000     20.3900      0.0008
343.0000     19.9500      0.0003
343.1000     19.0100      0.0003
343.1000     10.3000      0.0007
343.1000      4.6800      0.0006
343.1000     20.2100      0.0002
343.1000      5.1300      0.0003
343.2000      4.9600      0.0005
343.2000     20.5700      0.0002
343.2000     10.0200      0.0011
343.2000      5.0900      0.0011
343.2000      6.1600      0.0005
343.2000      7.1700      0.0015
343.2000     13.8100      0.0005
343.2000     12.1000      0.0005
343.2000      7.5700      0.0010
343.2000      9.5100      0.0009
343.2000     13.8400      0.0008
343.2000      6.3500      0.0009
343.3000     18.9600      0.0005
343.3000      3.5200      0.0006
343.3000     17.0900      0.0006
343.4000      8.8300      0.0003
343.4000      6.5900      0.0008
343.4000      7.7000      0.0003
343.4000      8.2600      0.0006
343.4000     13.2200      0.0006
343.4000     13.5400      0.0011
343.4000      5.7900      0.0009
343.5000      6.7900      0.0007
343.5000      8.0400      0.0013
343.5000     10.2000      0.0010
343.5000      7.9400      0.0005
343.5000     12.8600      0.0010
343.5000     16.8400      0.0006
343.5000      6.6000      0.0008
343.5000      5.6600      0.0008
343.6000      9.4900      0.0003
343.6000      9.9200      0.0007
343.6000      5.9200      0.0007
343.7000     16.6400      0.0005
343.7000      6.2000      0.0007
343.7000     20.8400      0.0003
343.7000     18.4300      0.0001
343.8000      5.3100      0.0007
343.8000      4.5800      0.0002
343.8000     13.1700      0.0008
343.8000     21.1200      0.0002
343.8000     10.3300      0.0014
343.8000     21.0700      0.0003
343.8000      4.2800      0.0008
343.8000     14.5200      0.0003
343.8000      4.0600      0.0002
343.8000     10.2400      0.0009
343.9000     16.3400      0.0005
343.9000     15.3800      0.0007
343.9000     21.1300      0.0003
343.9000     17.3700      0.0002
343.9000     14.0500      0.0006
343.9000     18.1500      0.0005
343.9000     13.7800      0.0009
343.9000      8.7400      0.0010
344.0000      7.1100      0.0005
344.0000      7.2300      0.0010
344.0000     13.6300      0.0001
344.0000      5.7400      0.0007
344.1000      9.2900      0.0008
344.1000      9.0700      0.0009
344.1000      9.4400      0.0009
344.1000     21.6800      0.0002
344.2000     19.3900      0.0002
344.2000     18.3000      0.0002
344.2000      2.5600      0.0006
344.2000     11.1200      0.0006
344.2000     17.4700      0.0006
344.3000      4.6300      0.0005
344.3000     20.6300      0.0001
344.3000     20.3400      0.0002
344.4000      7.9700      0.0008
344.4000     19.9000      0.0009
344.4000      8.5300      0.0007
344.4000     13.5400      0.0011
344.5000      5.6300      0.0005
344.5000     11.5600      0.0015
344.5000      5.2700      0.0007
344.5000     11.4400      0.0005
344.5000      2.8900      0.0005
344.5000     10.6200      0.0006
344.6000     20.5300      0.0002
344.6000      8.7900      0.0005
344.6000      7.8700      0.0014
344.6000      5.9000      0.0005
344.6000      6.8900      0.0009
344.6000     21.1100      0.0001
344.7000      3.8300      0.0003
344.7000     12.7000      0.0008
344.7000     13.3200      0.0008
344.7000     14.2100      0.0007
344.7000     18.5600      0.0005
344.7000     11.9400      0.0005
344.8000      9.6300      0.0015
344.8000      4.5100      0.0005
344.8000     18.0700      0.0002
344.8000     12.7400      0.0014
344.8000     10.1200      0.0013
344.8000     15.1400      0.0005
344.8000     13.8200      0.0002
344.9000     10.4100      0.0011
344.9000     21.0000      0.0003
344.9000     10.0200      0.0011
344.9000     15.6200      0.0006
344.9000      9.8000      0.0010
345.0000     20.0200      0.0005
345.0000     14.0400      0.0010
345.0000     14.0200      0.0008
345.0000     11.5600      0.0015
345.1000      8.5400      0.0011
345.1000      9.3200      0.0009
345.1000     18.5100      0.0002
345.2000      8.9800      0.0010
345.2000     12.8100      0.0007
345.2000      1.3100      0.0002
345.2000     16.2900      0.0008
345.2000     10.3000      0.0007
345.2000     19.8100      0.0003
345.2000      6.1300      0.0003
345.3000      6.4200      0.0005
345.3000      6.2100      0.0007
345.3000      3.9900      0.0002
345.3000     13.7600      0.0009
345.4000      2.5000      0.0011
345.4000     11.1200      0.0006
345.4000     16.0300      0.0005
345.4000      8.6800      0.0005
345.4000     13.1500      0.0006
345.5000      9.1300      0.0010
345.5000     17.4300      0.0006
345.5000     13.1800      0.0008
345.5000     12.1400      0.0003
345.5000      6.7100      0.0009
345.5000     15.4000      0.0009
345.6000     16.7100      0.0005
345.6000     13.6400      0.0007
345.6000     20.8200      0.0001
345.7000     14.1900      0.0007
345.7000      3.4400      0.0006
345.7000      7.4400      0.0006
345.8000      6.3100      0.0005
345.8000     13.3900      0.0002
345.8000     14.3000      0.0006
345.8000     12.0800      0.0009
345.8000     17.3800      0.0002
345.8000     21.4500      0.0003
345.9000     17.2200      0.0002
345.9000      8.5400      0.0011
345.9000     10.0100      0.0010
345.9000     19.7600      0.0002
345.9000      6.3100      0.0005
345.9000     17.0900      0.0006
345.9000     11.0200      0.0005
345.9000     13.5600      0.0010
345.9000      9.9700      0.0010
346.0000      7.7900      0.0006
346.0000      9.7300      0.0001
346.1000     17.1500      0.0006
346.1000      9.2500      0.0005
346.1000     20.0200      0.0005
346.1000     16.2600      0.0007
346.1000      6.9700      0.0010
346.1000      9.4300      0.0007
346.2000      9.7700      0.0014
346.2000     10.2000      0.0010
346.2000     12.8200      0.0013
346.2000      6.2400      0.0003
346.2000     12.7000      0.0008
346.3000      8.1400      0.0006
346.3000     21.8700      0.0001
346.3000     16.3100      0.0002
346.3000     12.5000      0.0002
346.3000     14.1100      0.0006
346.3000      7.3400      0.0013
346.3000     14.3900      0.0006
346.3000     13.5600      0.0010
346.4000      8.1400      0.0006
346.4000     10.6900      0.0010
346.4000      9.8400      0.0009
346.4000      9.1300      0.0010
346.5000     12.0500      0.0006
346.5000      6.7600      0.0005
346.5000      6.3000      0.0003
346.5000     13.9700      0.0007
346.5000     14.7100      0.0006
346.5000     16.1400      0.0006
346.5000     13.0200      0.0006
346.6000      4.1900      0.0006
346.6000     12.2400      0.0005
346.6000      6.6400      0.0009
346.6000     17.1700      0.0006
346.6000      1.8700      0.0001
346.7000      6.0400      0.0008
346.7000      8.4100      0.0008
346.7000     14.4800      0.0009
346.7000     15.0300      0.0003
346.7000     12.2500      0.0002
346.7000     16.3900      0.0006
346.7000      5.7400      0.0007
346.7000      4.8200      0.0007
346.8000      1.7500      0.0003
346.8000      6.4800      0.0003
346.8000     13.1500      0.0006
346.8000     14.0600      0.0014
346.8000     16.4100      0.0005
346.8000     15.1800      0.0002
346.9000     13.1400      0.0005
346.9000     11.3900      0.0011
346.9000     13.8000      0.0007
346.9000      5.9300      0.0007
346.9000      7.9200      0.0013
347.0000     11.8700      0.0002
347.0000      9.9100      0.0003
347.0000      9.4300      0.0007
347.0000     21.4200      0.0002
347.0000     12.8800      0.0005
347.0000     13.5800      0.0008
347.0000     21.3900      0.0003
347.1000     15.0600      0.0002
347.1000     14.2800      0.0002
347.1000      8.7100      0.0006
347.1000     11.2700      0.0011
347.1000     15.9600      0.0002
347.1000      5.6900      0.0007
347.2000     16.2700      0.0010
347.2000      9.6500      0.0007
347.2000     14.0000      0.0003
347.3000      6.0800      0.0008
347.3000      6.1800      0.0007
347.3000     19.6100      0.0001
347.3000     10.7500      0.0008
347.3000      9.0500      0.0007
347.3000     10.2900      0.0002
347.3000      8.1900      0.0008
347.3000      1.9700      0.0003
347.3000     12.7700      0.0009
347.3000      9.1500      0.0009
347.4000     12.8600      0.0010
347.4000     22.1300      0.0002
347.4000     11.0400      0.0009
347.4000     10.7100      0.0006
347.4000     15.2900      0.0006
347.5000     16.8600      0.0006
347.5000      5.9700      0.0007
347.5000      2.0700      0.0002
347.5000     12.8200      0.0013
347.5000     11.9500      0.0010
347.5000     13.1100      0.0003
347.6000     18.5700      0.0001
347.6000      8.1600      0.0005
347.7000     20.5500      0.0002
347.7000      3.6100      0.0005
347.7000     12.7500      0.0006
347.7000     10.5100      0.0008
347.7000     16.3800      0.0003
347.7000      6.1100      0.0005
347.7000      8.9100      0.0006
347.8000     10.2600      0.0007
347.8000      9.7400      0.0006
347.8000      5.9000      0.0005
347.8000     14.8900      0.0010
347.8000      2.9400      0.0007
347.8000      8.8600      0.0013
347.9000     13.9600      0.0006
347.9000     11.9000      0.0009
347.9000     15.9400      0.0006
347.9000      3.1200      0.0003
347.9000     14.9400      0.0008
347.9000      9.3400      0.0013
348.0000     10.6100      0.0013
348.0000     16.8200      0.0003
348.0000     12.9400      0.0007
348.0000     10.0600      0.0009
348.0000     21.2500      0.0003
348.0000      3.6300      0.0003
348.0000      8.1300      0.0014
348.0000      9.2100      0.0010
348.0000      7.4200      0.0005
348.0000      4.2600      0.0003
348.0000     10.2300      0.0013
348.1000     13.9400      0.0006
348.1000      5.6400      0.0005
348.1000      7.1800      0.0005
348.1000      9.1600      0.0007
348.2000     15.9700      0.0003
348.2000     13.1700      0.0008
348.2000     11.0300      0.0005
348.2000      9.3400      0.0013
348.3000     12.9100      0.0010
348.3000     11.0700      0.0008
348.3000      9.0500      0.0007
348.3000      8.0900      0.0006
348.3000     21.6900      0.0001
348.3000     12.5800      0.0007
348.3000     15.4100      0.0005
348.3000      7.9500      0.0007
348.3000     12.2000      0.0006
348.4000      8.3600      0.0001
348.4000     10.4200      0.0008
348.4000     15.8700      0.0006
348.4000     13.3200      0.0008
348.4000     12.9100      0.0010
348.5000     15.7800      0.0002
348.5000     12.9300      0.0006
348.5000      5.4400      0.0006
348.5000     12.8600      0.0010
348.5000     10.2500      0.0010
348.5000     14.9900      0.0002
348.6000     21.0600      0.0002
348.6000      7.1400      0.0014
348.6000      7.8300      0.0008
348.6000     12.5500      0.0007
348.6000     13.5000      0.0009
348.6000      9.3300      0.0002
348.6000      7.3500      0.0011
348.6000      7.7700      0.0010
348.6000     14.4500      0.0003
348.6000     11.7300      0.0007
348.6000      9.9700      0.0010
348.6000      9.8800      0.0005
348.6000     15.4700      0.0005
348.6000      9.5300      0.0015
348.6000     10.0700      0.0008
348.7000     12.1100      0.0005
348.7000     11.3300      0.0006
348.7000      7.0300      0.0010
348.7000      6.4700      0.0006
348.8000     11.3600      0.0013
348.8000      6.0100      0.0002
348.9000      1.7900      0.0005
348.9000     10.5900      0.0007
348.9000      8.5600      0.0011
349.0000      2.5400      0.0005
349.0000     14.0700      0.0006
349.0000     15.4100      0.0005
349.0000      5.2600      0.0010
349.1000     21.5100      0.0002
349.1000     15.2800      0.0010
349.1000      9.3500      0.0008
349.1000     10.3500      0.0009
349.1000      6.3700      0.0008
