angle,w.speed,Freq
0.0,1.0,0.000228310502284
0.0,2.0,0.000342465753426
0.0,3.0,0.000228310502284
0.0,4.0,0.000228310502284
0.0,5.0,0.000684931506852
0.0,6.0,0.000913242009136
0.0,7.0,0.000684931506852
0.0,8.0,0.000913242009136
0.0,9.0,0.000684931506852
0.0,10.0,0.00057077625571
0.0,11.0,0.000684931506852
0.0,12.0,0.000799086757994
0.0,14.0,0.000114155251142
0.0,15.0,0.000228310502284
0.0,17.0,0.000456621004568
0.0,18.0,0.000228310502284
0.0,19.0,0.000114155251142
0.0,20.0,0.000228310502284
0.0,21.0,0.000114155251142
0.0,22.0,0.000456621004568
0.0,23.0,0.000114155251142
0.0,24.0,0.000114155251142
0.0,25.0,0.000114155251142
3.0,2.0,0.000342465753426
3.0,3.0,0.000456621004568
3.0,4.0,0.000456621004568
3.0,5.0,0.000684931506852
3.0,6.0,0.00057077625571
3.0,7.0,0.000684931506852
3.0,8.0,0.000456621004568
3.0,9.0,0.000684931506852
3.0,10.0,0.0010273972602779999
3.0,11.0,0.000799086757994
3.0,12.0,0.000913242009136
3.0,13.0,0.000114155251142
3.0,14.0,0.000114155251142
3.0,15.0,0.000228310502284
3.0,16.0,0.00057077625571
3.0,17.0,0.000228310502284
3.0,19.0,0.000228310502284
3.0,20.0,0.000342465753426
3.0,21.0,0.000456621004568
3.0,22.0,0.000114155251142
3.0,24.0,0.000114155251142
6.0,1.0,0.000114155251142
6.0,2.0,0.000114155251142
6.0,3.0,0.000228310502284
6.0,4.0,0.000684931506852
6.0,5.0,0.000684931506852
6.0,6.0,0.000342465753426
6.0,7.0,0.00057077625571
6.0,8.0,0.000684931506852
6.0,9.0,0.00057077625571
6.0,10.0,0.000228310502284
6.0,11.0,0.000228310502284
6.0,12.0,0.000684931506852
6.0,13.0,0.000114155251142
6.0,15.0,0.000114155251142
6.0,17.0,0.000114155251142
6.0,18.0,0.000456621004568
6.0,19.0,0.000228310502284
6.0,20.0,0.000114155251142
6.0,22.0,0.000114155251142
6.0,23.0,0.000114155251142
6.0,24.0,0.000114155251142
9.0,2.0,0.000456621004568
9.0,3.0,0.000456621004568
9.0,4.0,0.000684931506852
9.0,5.0,0.00057077625571
9.0,6.0,0.0010273972602779999
9.0,7.0,0.000342465753426
9.0,8.0,0.000456621004568
9.0,9.0,0.00057077625571
9.0,10.0,0.000913242009136
9.0,11.0,0.000114155251142
9.0,12.0,0.00057077625571
9.0,13.0,0.000114155251142
9.0,16.0,0.000228310502284
9.0,17.0,0.000228310502284
12.0,1.0,0.000114155251142
12.0,2.0,0.000114155251142
12.0,3.0,0.000684931506852
12.0,4.0,0.000342465753426
12.0,5.0,0.00057077625571
12.0,6.0,0.000342465753426
12.0,7.0,0.000228310502284
12.0,8.0,0.000684931506852
12.0,9.0,0.000342465753426
12.0,10.0,0.000913242009136
12.0,11.0,0.000114155251142
12.0,12.0,0.000114155251142
12.0,13.0,0.000342465753426
12.0,15.0,0.000114155251142
15.0,1.0,0.000114155251142
15.0,2.0,0.000456621004568
15.0,3.0,0.000684931506852
15.0,4.0,0.000228310502284
15.0,5.0,0.000342465753426
15.0,6.0,0.000684931506852
15.0,7.0,0.000228310502284
15.0,9.0,0.000684931506852
15.0,10.0,0.00057077625571
15.0,13.0,0.000228310502284
15.0,15.0,0.000114155251142
18.0,1.0,0.000228310502284
18.0,2.0,0.000456621004568
18.0,3.0,0.000228310502284
18.0,4.0,0.000456621004568
18.0,5.0,0.000799086757994
18.0,6.0,0.000342465753426
18.0,7.0,0.000114155251142
18.0,8.0,0.00057077625571
18.0,9.0,0.000114155251142
18.0,11.0,0.000228310502284
18.0,13.0,0.000114155251142
21.0,1.0,0.000228310502284
21.0,2.0,0.000228310502284
21.0,3.0,0.000228310502284
21.0,4.0,0.000342465753426
21.0,5.0,0.000456621004568
21.0,6.0,0.000228310502284
21.0,7.0,0.000114155251142
21.0,8.0,0.000114155251142
21.0,9.0,0.000342465753426
21.0,13.0,0.000114155251142
24.0,1.0,0.000114155251142
24.0,2.0,0.00057077625571
24.0,3.0,0.000342465753426
24.0,4.0,0.00057077625571
24.0,5.0,0.000228310502284
24.0,6.0,0.000342465753426
24.0,7.0,0.000114155251142
