angle	ws (m/s)	Freq
264	16	0.000313152
264	17	0.000233165
264	18	0.000166695
264	19	0.000114374
264	20	7.52767E-05
264	21	4.74979E-05
264	22	2.87153E-05
264	23	1.6623E-05
264	24	9.20844E-06
264	25	4.87825E-06
267	4	0.000394838
267	5	0.000523301
267	6	0.000639948
267	7	0.000734624
267	8	0.000799309
267	9	0.000829071
267	10	0.000822673
267	11	0.000782642
267	12	0.000714768
267	13	0.000627119
267	14	0.000528764
267	15	0.000428476
267	16	0.000333644
267	17	0.000249579
267	18	0.000179279
267	19	0.000123608
267	20	8.17572E-05
267	21	5.18469E-05
267	22	3.15045E-05
267	23	1.83317E-05
267	24	1.02077E-05
267	25	5.43586E-06
270	4	0.00040255
270	5	0.000534726
270	6	0.000655452
270	7	0.00075431
270	8	0.00082296
270	9	0.000856131
270	10	0.000852265
270	11	0.000813636
270	12	0.000745896
270	13	0.000657112
270	14	0.000556494
270	15	0.000453074
270	16	0.000354572
270	17	0.000266653
270	18	0.00019263
270	19	0.000133608
270	20	8.89298E-05
270	21	5.67695E-05
270	22	3.47356E-05
270	23	2.03588E-05
270	24	1.14226E-05
270	25	6.13091E-06
273	4	0.000411069
273	5	0.000546535
273	6	0.000670724
273	7	0.000773051
273	8	0.000844975
273	9	0.000880996
273	10	0.000879323
273	11	0.000842028
273	12	0.000774619
273	13	0.000685111
273	14	0.000582777
273	15	0.000476811
273	16	0.000375181
273	17	0.000283838
273	18	0.000206383
273	19	0.000144163
273	20	9.66917E-05
273	21	6.22352E-05
273	22	3.84183E-05
273	23	2.27315E-05
273	24	1.28833E-05
273	25	6.98972E-06
276	4	0.000420429
276	5	0.000558783
276	6	0.000685835
276	7	0.00079092
276	8	0.000865401
276	9	0.000903662
276	10	0.000903772
276	11	0.000867653
276	12	0.000800681
276	13	0.000710788
276	14	0.000607236
276	15	0.000499296
276	16	0.000395096
276	17	0.000300808
276	18	0.000220276
276	19	0.000155079
276	20	0.000104915
276	21	6.81691E-05
276	22	4.25167E-05
276	23	2.54389E-05
276	24	1.45929E-05
276	25	8.02072E-06
279	4	0.000430575
279	5	0.000571469
279	6	0.000700852
279	7	0.000808049
279	8	0.000884424
279	9	0.000924338
279	10	0.000925802
279	11	0.000890647
279	12	0.000824136
279	13	0.0007341
279	14	0.000629735
279	15	0.00052032
279	16	0.000414067
279	17	0.000317301
279	18	0.000234067
279	19	0.000166153
279	20	0.000113444
279	21	7.44639E-05
279	22	4.69648E-05
279	23	2.8446E-05
279	24	1.65365E-05
279	25	9.22112E-06
282	4	0.000441426
282	5	0.000584557
282	6	0.000715805
282	7	0.000824547
282	8	0.000902217
282	9	0.000943235
282	10	0.000945629
282	11	0.00091119
282	12	0.000845094
282	13	0.000755062
282	14	0.000650195
282	15	0.000539721
282	16	0.000431871
282	17	0.000333068
282	18	0.000247507
282	19	0.000177163
282	20	0.000122098
282	21	8.09847E-05
282	22	5.16707E-05
282	23	3.16964E-05
282	24	1.86841E-05
282	25	1.05777E-05
285	4	0.000452864
285	5	0.000597975
285	6	0.000730693
285	7	0.000840492
285	8	0.000918937
285	9	0.000960566
285	10	0.000963486
285	11	0.000929495
285	12	0.000863711
285	13	0.000773747
285	14	0.00066859
285	15	0.00055738
285	16	0.000448319
285	17	0.000347873
285	18	0.000260349
285	19	0.000187873
285	20	0.000130675
285	21	8.75707E-05
285	22	5.65167E-05
285	23	3.51111E-05
285	24	2.09869E-05
285	25	1.20635E-05
288	4	0.000464744
288	5	0.000611621
288	6	0.000745488
288	7	0.000855945
288	8	0.000934727
288	9	0.000976542
288	10	0.000979617
288	11	0.000945799
288	12	0.000880177
288	13	0.000790271
288	14	0.000684943
288	15	0.000573225
288	16	0.000463257
288	17	0.000361507
288	18	0.000272355
288	19	0.000198046
288	20	0.000138955
288	21	9.40387E-05
288	22	6.13605E-05
288	23	3.85869E-05
288	24	2.33759E-05
288	25	1.36357E-05
291	4	0.000476891
291	5	0.000625367
291	6	0.000760136
291	7	0.000870945
291	8	0.000949722
291	9	0.000991371
291	10	0.000994275
291	11	0.000960362
291	12	0.000894717
291	13	0.000804786
291	14	0.000699318
291	15	0.000587225
291	16	0.000476567
291	17	0.000373785
291	18	0.000283298
291	19	0.000207442
291	20	0.000146713
291	21	0.000100188
291	22	6.6038E-05
291	23	4.19986E-05
291	24	2.57613E-05
291	25	1.52339E-05
294	4	0.000489097
294	5	0.000639057
294	6	0.000774567
294	7	0.000885522
294	8	0.000964048
294	9	0.001005262
294	10	0.001007719
294	11	0.000973452
294	12	0.000907572
294	13	0.000817474
294	14	0.00071181
294	15	0.000599382
294	16	0.000488161
294	17	0.000384546
294	18	0.000292969
294	19	0.000215829
294	20	0.000153714
294	21	0.000105807
294	22	7.03682E-05
294	23	4.52016E-05
294	24	2.80344E-05
294	25	1.67813E-05
297	4	0.000501132
297	5	0.000652517
297	6	0.000788696
297	7	0.000899694
297	8	0.00097783
297	9	0.001018425
297	10	0.001020213
297	11	0.000985352
297	12	0.000919001
297	13	0.000828536
297	14	0.000722539
297	15	0.000609723
297	16	0.000497976
297	17	0.000393651
297	18	0.000301175
297	19	0.000222982
297	20	0.000159729
297	21	0.000110676
297	22	7.41585E-05
297	23	4.80369E-05
297	24	3.00714E-05
297	25	1.81866E-05
300	4	0.000512737
300	5	0.000665557
300	6	0.000802428
300	7	0.00091348
300	8	0.000991193
300	9	0.001031072
300	10	0.001032026
300	11	0.000996346
300	12	0.000929267
300	13	0.000838181
300	14	0.000731636
300	15	0.000618288
300	16	0.000505966
300	17	0.000400976
300	18	0.000307732
300	19	0.000228685
300	20	0.000164528
300	21	0.000114575
300	22	7.72111E-05
300	23	5.03372E-05
300	24	3.17388E-05
300	25	1.93485E-05
303	4	0.000523845
303	5	0.000678196
303	6	0.000815884
303	7	0.000927092
303	8	0.001004418
303	9	0.001043521
303	10	0.001043472
303	11	0.001006708
303	12	0.000938569
303	13	0.00084651
303	14	0.000739097
303	15	0.000624973
303	16	0.000511936
303	17	0.000406262
303	18	0.000312342
303	19	0.000232623
303	20	0.000167807
303	21	0.000117225
303	22	7.92831E-05
303	23	5.19022E-05
303	24	3.28787E-05
303	25	2.01484E-05
306	4	0.000534544
306	5	0.000690535
306	6	0.00082916
306	7	0.000940608
306	8	0.001017554
306	9	0.001055784
306	10	0.001054526
306	11	0.001016378
306	12	0.000946823
306	13	0.000853424
306	14	0.000744817
306	15	0.000629671
306	16	0.000515784
306	17	0.000409411
306	18	0.000314916
306	19	0.000234714
306	20	0.000169488
306	21	0.000118554
306	22	8.03123E-05
306	23	5.2678E-05
306	24	3.34461E-05
306	25	2.05499E-05
309	4	0.000544806
309	5	0.000702494
309	6	0.000842119
309	7	0.000953838
309	8	0.001030368
309	9	0.001067605
309	10	0.001064936
309	11	0.001025134
309	12	0.000953857
309	13	0.000858817
309	14	0.000748758
309	15	0.000632412
309	16	0.000517595
309	17	0.000410548
309	18	0.000315594
309	19	0.000235103
309	20	0.000169707
309	21	0.000118681
309	22	8.03926E-05
309	23	5.27354E-05
309	24	3.34913E-05
309	25	2.05868E-05
312	4	0.000554604
312	5	0.000713992
312	6	0.000854618
312	7	0.000966578
312	8	0.001042611
312	9	0.001078714
312	10	0.001074431
312	11	0.001032733
312	12	0.00095948
312	13	0.000862565
312	14	0.000750871
312	15	0.000633217
312	16	0.000517451
312	17	0.000409798
312	18	0.000314531
312	19	0.000233952
312	20	0.00016862
312	21	0.000117744
312	22	7.96405E-05
312	23	5.21669E-05
312	24	3.30839E-05
312	25	2.03088E-05
315	4	0.000563908
315	5	0.000724938
315	6	0.000866499
315	7	0.00097861
315	8	0.001054018
315	9	0.001088818
315	10	0.001082724
315	11	0.001038918
315	12	0.000963489
315	13	0.000864535
315	14	0.000751101
315	15	0.000632109
315	16	0.00051544
315	17	0.000407298
315	18	0.000311892
315	19	0.000231437
315	20	0.000166397
315	21	0.000115899
315	22	7.81888E-05
315	23	5.10797E-05
315	24	3.23061E-05
315	25	1.97761E-05
318	4	0.000572684
318	5	0.000735231
318	6	0.000877589
318	7	0.000989693
318	8	0.001064299
318	9	0.001097605
318	10	0.001089506
318	11	0.001043418
318	12	0.000965673
318	13	0.000864595
318	14	0.000749402
318	15	0.000629119
318	16	0.000511661
318	17	0.000403198
318	18	0.000307859
318	19	0.000227751
318	20	0.000163227
318	21	0.000113314
318	22	7.61811E-05
318	23	4.95895E-05
318	24	3.12468E-05
318	25	1.90538E-05
321	4	0.000580887
321	5	0.000744752
321	6	0.000887693
321	7	0.000999564
321	8	0.001073142
321	9	0.001104742
321	10	0.001094459
321	11	0.001045956
321	12	0.000965824
321	13	0.000862621
321	14	0.000745738
321	15	0.000624299
321	16	0.000506236
321	17	0.000397671
321	18	0.000302631
321	19	0.0002231
321	20	0.000159306
321	21	0.000110166
321	22	7.37659E-05
321	23	4.7815E-05
321	24	2.99964E-05
321	25	1.82079E-05
324	4	0.00058846
324	5	0.000753365
324	6	0.000896592
324	7	0.001007934
324	8	0.001080211
324	9	0.001109879
324	10	0.001097251
324	11	0.001046253
324	12	0.000963742
324	13	0.000858504
324	14	0.000740096
324	15	0.000617721
324	16	0.000499308
324	17	0.000390905
324	18	0.000296422
324	19	0.000217702
324	20	0.000154839
324	21	0.000106633
324	22	7.10914E-05
324	23	4.58731E-05
324	24	2.86426E-05
324	25	1.73009E-05
327	4	0.00059533
327	5	0.000760912
327	6	0.000904043
327	7	0.001014489
327	8	0.001085149
327	9	0.00111265
327	10	0.001097546
327	11	0.001044035
327	12	0.000959238
327	13	0.000852158
327	14	0.000732489
327	15	0.000609486
327	16	0.000491044
327	17	0.000383112
327	18	0.000289461
327	19	0.000211783
327	20	0.00015003
327	21	0.000102893
327	22	6.83012E-05
327	23	4.38745E-05
327	24	2.72668E-05
327	25	1.63902E-05
330	4	0.000601408
330	5	0.000767213
330	6	0.000909778
330	7	0.001018894
330	8	0.001087583
330	9	0.001112682
330	10	0.001095009
330	11	0.00103904
330	12	0.000952149
330	13	0.000843523
330	14	0.000722959
330	15	0.000599721
330	16	0.000481634
330	17	0.000374517
330	18	0.000281985
330	19	0.000205568
330	20	0.000145083
330	21	9.91148E-05
330	22	6.55302E-05
330	23	4.19211E-05
330	24	2.59423E-05
330	25	1.5526E-05
333	4	0.00060661
333	5	0.000772117
333	6	0.000913586
333	7	0.001020898
333	8	0.001087252
333	9	0.001109739
333	10	0.001089459
333	11	0.001031166
333	12	0.000942459
333	13	0.000832673
333	14	0.000711657
333	15	0.000588635
333	16	0.000471321
333	17	0.000365376
333	18	0.000274238
333	19	0.000199279
333	20	0.000140183
333	21	9.54481E-05
333	22	6.28921E-05
333	23	4.00951E-05
333	24	2.4726E-05
333	25	1.47461E-05
336	4	0.000610931
336	5	0.00077566
336	6	0.000915566
336	7	0.001020673
336	8	0.001084414
336	9	0.001104159
336	10	0.001081309
336	11	0.001020881
336	12	0.000930672
336	13	0.000820119
336	14	0.000699075
336	15	0.000576681
336	16	0.000460501
336	17	0.000356015
336	18	0.000266481
336	19	0.000193111
336	20	0.000135472
336	21	9.19889E-05
336	22	6.04487E-05
336	23	3.84342E-05
336	24	2.36392E-05
336	25	1.40614E-05
339	4	0.000614402
339	5	0.000777947
339	6	0.000915914
339	7	0.001018524
339	8	0.001079478
339	9	0.001096451
339	10	0.00107114
339	11	0.001008812
339	12	0.000917423
339	13	0.000806473
339	14	0.000685775
339	15	0.000564347
339	16	0.000449578
339	17	0.000346756
339	18	0.000258954
339	19	0.000187236
339	20	0.000131065
339	21	8.88101E-05
339	22	5.82427E-05
339	23	3.69609E-05
339	24	2.26921E-05
339	25	1.34754E-05
342	4	0.000617069
342	5	0.000779106
342	6	0.000914861
342	7	0.00101479
342	8	0.001072888
342	9	0.001087147
342	10	0.001059552
342	11	0.000995589
342	12	0.000903344
342	13	0.000792335
342	14	0.000672297
342	15	0.000552097
342	16	0.000438934
342	17	0.000337894
342	18	0.000251876
342	19	0.000181807
342	20	0.000127063
342	21	8.59735E-05
342	22	5.63092E-05
342	23	3.56933E-05
342	24	2.18928E-05
342	25	1.29906E-05
345	4	0.000619
345	5	0.000779294
345	6	0.000912668
345	7	0.001009841
345	8	0.001065119
345	9	0.001076806
345	10	0.001047157
345	11	0.000981851
345	12	0.00088906
345	13	0.000778286
345	14	0.000659157
345	15	0.000540368
345	16	0.000428917
345	17	0.000329698
345	18	0.000245442
345	19	0.000176957
345	20	0.000123553
345	21	8.35323E-05
345	22	5.46783E-05
345	23	3.46467E-05
345	24	2.1248E-05
345	25	1.26093E-05
348	4	0.000620287
348	5	0.000778697
348	6	0.000909627
348	7	0.00100408
348	8	0.001056671
348	9	0.001066004
348	10	0.001034579
348	11	0.000968231
348	12	0.000875183
348	13	0.00076489
348	14	0.000646847
348	15	0.000529569
348	16	0.000419855
348	17	0.000322414
348	18	0.000239828
348	19	0.000172809
348	20	0.000120613
348	21	8.15341E-05
348	22	5.33769E-05
348	23	3.38352E-05
348	24	2.0764E-05
348	25	1.2334E-05
351	4	0.000621043
351	5	0.000777527
351	6	0.000906063
351	7	0.000997936
351	8	0.001048066
351	9	0.001055331
351	10	0.001022443
351	11	0.000955355
351	12	0.00086231
351	13	0.000752687
351	14	0.000635836
351	15	0.000520088
351	16	0.000412052
351	17	0.00031627
351	18	0.0002352
351	19	0.000169474
351	20	0.000118316
351	21	8.00238E-05
351	22	5.2431E-05
351	23	3.32729E-05
351	24	2.04484E-05
351	25	1.21679E-05
354	4	0.000621404
354	5	0.000776024
354	6	0.00090232
354	7	0.000991859
354	8	0.001039838
354	9	0.001045381
354	10	0.00101137
354	11	0.00094384
354	12	0.000851022
354	13	0.000742199
354	14	0.000626571
354	15	0.00051229
354	16	0.000405795
354	17	0.000311484
354	18	0.000231714
354	19	0.00016706
354	20	0.000116733
354	21	7.90464E-05
354	22	5.18683E-05
354	23	3.29761E-05
354	24	2.03101E-05
354	25	1.21163E-05
357	4	0.000621522
357	5	0.000774442
357	6	0.000898763
357	7	0.00098631
357	8	0.00103253
357	9	0.001036747
357	10	0.001001973
357	11	0.000934289
357	12	0.000841883
357	13	0.00073393
357	14	0.000619482
357	15	0.00050653
357	16	0.000401364
357	17	0.000308267
357	18	0.000229523
357	19	0.000165676
357	20	0.000115938
357	21	7.86511E-05
357	22	5.17201E-05
357	23	3.29643E-05
357	24	2.03611E-05
357	25	1.21862E-05
0	4	0.000621559
0	5	0.000773046
0	6	0.00089576
0	7	0.000981753
0	8	0.001026677
0	9	0.001030012
0	10	0.000994853
0	11	0.000927287
0	12	0.00083544
0	13	0.000728372
0	14	0.000614994
0	15	0.000503158
0	16	0.000399038
0	17	0.000306835
0	18	0.000228789
0	19	0.000165438
0	20	0.000116014
0	21	7.88938E-05
0	22	5.2024E-05
0	23	3.32621E-05
0	24	2.06173E-05
0	25	1.23877E-05
3	4	0.00062165
3	5	0.000772047
3	6	0.000893594
3	7	0.000978532
3	8	0.001022669
3	9	0.001025588
3	10	0.000990422
3	11	0.000923228
3	12	0.00083205
3	13	0.000725834
3	14	0.000613366
3	15	0.000502386
3	16	0.000398984
3	17	0.000307314
3	18	0.000229606
3	19	0.000166415
3	20	0.000117009
3	21	7.98093E-05
3	22	5.28042E-05
3	23	3.38865E-05
3	24	2.10904E-05
3	25	1.27287E-05
6	4	0.00062181
6	5	0.000771432
6	6	0.000892211
6	7	0.000976538
6	8	0.001020333
6	9	0.001023238
6	10	0.000988383
6	11	0.000921769
6	12	0.000831344
6	13	0.000725939
6	14	0.000614231
6	15	0.000503872
6	16	0.0004009
6	17	0.00030945
6	18	0.000231769
6	19	0.000168448
6	20	0.000118806
6	21	8.13141E-05
6	22	5.40041E-05
6	23	3.48006E-05
6	24	2.17574E-05
6	25	1.31957E-05
9	4	0.00062201
9	5	0.000771119
9	6	0.000891457
9	7	0.000975533
9	8	0.001019345
9	9	0.001022555
9	10	0.000988262
9	11	0.000922388
9	12	0.000832777
9	13	0.000728147
9	14	0.000617077
9	15	0.000507153
9	16	0.000404382
9	17	0.000312905
9	18	0.000235006
9	19	0.000171328
9	20	0.00012125
9	21	8.32977E-05
9	22	5.55479E-05
9	23	3.59546E-05
9	24	2.25869E-05
9	25	1.37698E-05
12	4	0.000622212
12	5	0.000771012
12	6	0.000891163
12	7	0.000975267
12	8	0.00101937
12	9	0.001023128
12	10	0.000989585
12	11	0.00092457
12	12	0.000835814
12	13	0.000731928
12	14	0.000621403
12	15	0.000511775
12	16	0.000409035
12	17	0.00031735
12	18	0.00023905
12	19	0.000174848
12	20	0.000124185
12	21	8.56489E-05
12	22	5.73586E-05
12	23	3.72972E-05
12	24	2.3546E-05
12	25	1.44305E-05
15	4	0.000622372
15	5	0.00077101
15	6	0.000891157
15	7	0.000975488
15	8	0.001020075
15	9	0.001024549
15	10	0.000991883
15	11	0.000927804
15	12	0.000839929
15	13	0.000736762
15	14	0.000626718
15	15	0.000517289
15	16	0.000414466
15	17	0.000322451
15	18	0.000243635
15	19	0.000178797
15	20	0.000127454
15	21	8.82516E-05
15	22	5.93546E-05
15	23	3.87727E-05
15	24	2.45983E-05
15	25	1.51548E-05
18	4	0.000622446
18	5	0.000771014
18	6	0.00089127
18	7	0.000975949
18	8	0.001021134
18	9	0.00102642
18	10	0.000994699
18	11	0.000931593
18	12	0.000844605
18	13	0.000742137
18	14	0.000632532
18	15	0.000523248
18	16	0.000420282
18	17	0.000327876
18	18	0.000248482
18	19	0.000182958
18	20	0.000130889
18	21	9.09816E-05
18	22	6.14467E-05
18	23	4.03195E-05
18	24	2.57024E-05
18	25	1.5916E-05
21	4	0.000622393
21	5	0.000770926
21	6	0.000891336
21	7	0.000976408
21	8	0.001022229
21	9	0.001028351
21	10	0.000997585
21	11	0.000935448
21	12	0.000849332
21	13	0.000747545
21	14	0.000638359
21	15	0.000529203
21	16	0.000426082
21	17	0.000333279
21	18	0.000253309
21	19	0.0001871
21	20	0.00013431
21	21	9.37051E-05
21	22	6.35374E-05
21	23	4.18687E-05
21	24	2.68111E-05
21	25	1.66828E-05
24	4	0.000622177
24	5	0.000770656
24	6	0.000891199
24	7	0.000976635
24	8	0.001023053
24	9	0.001029964
24	10	0.001000104
24	11	0.00093889
24	12	0.00085361
24	13	0.000752482
24	14	0.000643713
24	15	0.000534702
24	16	0.000431462
24	17	0.000338309
24	18	0.000257819
24	19	0.000190985
24	20	0.000137531
24	21	9.6278E-05
24	22	6.55201E-05
24	23	4.33438E-05
24	24	2.78713E-05
24	25	1.74193E-05
27	4	0.000621762
27	5	0.000770118
27	6	0.000890708
27	7	0.000976406
27	8	0.001023308
27	9	0.001030893
27	10	0.00100183
27	11	0.00094145
27	12	0.000856946
27	13	0.00075645
27	14	0.000648111
27	15	0.000539293
27	16	0.000436011
27	17	0.000342608
27	18	0.000261709
27	19	0.000194363
27	20	0.000140352
27	21	9.85471E-05
27	22	6.72802E-05
27	23	4.46616E-05
27	24	2.88244E-05
27	25	1.80855E-05
30	4	0.000621118
30	5	0.000769229
30	6	0.000889717
30	7	0.000975504
30	8	0.001022704
30	9	0.001030778
30	10	0.001002346
30	11	0.000942665
30	12	0.00085885
30	13	0.000758955
30	14	0.000651069
30	15	0.000542521
30	16	0.000439315
30	17	0.000345812
30	18	0.000264668
30	19	0.000196977
30	20	0.000142568
30	21	0.000100353
30	22	6.86972E-05
30	23	4.57339E-05
30	24	2.96076E-05
30	25	1.86381E-05
33	4	0.000620212
33	5	0.000767908
33	6	0.00088808
33	7	0.000973712
33	8	0.001020951
33	9	0.00102926
33	10	0.001001231
33	11	0.000942072
33	12	0.000858831
33	13	0.000759497
33	14	0.0006521
33	15	0.000543925
33	16	0.000440956
33	17	0.00034755
33	18	0.000266379
33	19	0.000198565
33	20	0.000143966
33	21	0.000101529
33	22	6.96456E-05
33	23	4.64683E-05
33	24	3.01549E-05
33	25	1.90313E-05
36	4	0.000619023
36	5	0.000766077
36	6	0.000885654
36	7	0.000970811
36	8	0.00101775
36	9	0.001025964
36	10	0.000998047
36	11	0.000939182
36	12	0.000856372
36	13	0.000757551
36	14	0.000650687
36	15	0.000543019
36	16	0.000440488
36	17	0.000347429
36	18	0.000266506
36	19	0.000198846
36	20	0.000144323
36	21	0.000101902
36	22	6.99926E-05
36	23	4.6767E-05
36	24	3.03965E-05
36	25	1.92165E-05
39	4	0.000617518
39	5	0.00076365
39	6	0.000882281
39	7	0.000966564
39	8	0.001012786
39	9	0.001020501
39	10	0.000992342
39	11	0.000933497
39	12	0.000850948
39	13	0.000752583
39	14	0.000646316
39	15	0.000539317
39	16	0.000437471
39	17	0.000345063
39	18	0.000264721
39	19	0.000197552
39	20	0.000143423
39	21	0.000101302
39	22	6.96114E-05
39	23	4.65372E-05
39	24	3.02661E-05
39	25	1.9148E-05
42	4	0.000615644
42	5	0.000760511
42	6	0.000877774
42	7	0.000960707
42	8	0.001005715
42	9	0.001012457
42	10	0.000983644
42	11	0.000924505
42	12	0.000842027
42	13	0.000744068
42	14	0.000638478
42	15	0.000532352
42	16	0.000431488
42	17	0.000340091
42	18	0.000260721
42	19	0.000194436
42	20	0.000141071
42	21	9.95812E-05
42	22	6.83916E-05
42	23	4.56989E-05
42	24	2.97077E-05
42	25	1.87874E-05
45	4	0.000613318
45	5	0.000756509
45	6	0.000871905
45	7	0.000952929
45	8	0.000996148
45	9	0.001001376
45	10	0.000971446
45	11	0.000911671
45	12	0.00082907
45	13	0.000731479
45	14	0.000626684
45	15	0.000521681
45	16	0.000422152
45	17	0.000332187
45	18	0.000254241
45	19	0.000189288
45	20	0.000137106
45	21	9.66211E-05
45	22	6.62478E-05
45	23	4.41927E-05
45	24	2.8681E-05
45	25	1.81083E-05
48	4	0.00061041
48	5	0.000751439
48	6	0.00086438
48	7	0.000942853
48	8	0.000983635
48	9	0.000986747
48	10	0.000955201
48	11	0.000894435
48	12	0.000811525
48	13	0.000714299
48	14	0.000610465
48	15	0.000506897
48	16	0.000409125
48	17	0.000321079
48	18	0.00024507
48	19	0.000181952
48	20	0.000131419
48	21	9.23454E-05
48	22	6.31302E-05
48	23	4.19875E-05
48	24	2.71674E-05
48	25	1.71003E-05
51	4	0.000606729
51	5	0.000745016
51	6	0.000854824
51	7	0.000930015
51	8	0.000967639
51	9	0.000967985
51	10	0.000934302
51	11	0.000872196
51	12	0.000788829
51	13	0.00069202
51	14	0.000589387
51	15	0.000487645
51	16	0.000392131
51	17	0.000306566
51	18	0.000233071
51	19	0.000172343
51	20	0.00012396
51	21	8.67326E-05
51	22	5.90342E-05
51	23	3.9088E-05
51	24	2.51762E-05
51	25	1.57734E-05
54	4	0.000601999
54	5	0.000736853
54	6	0.000842744
54	7	0.000913833
54	8	0.000947512
54	9	0.00094441
54	10	0.000908071
54	11	0.000844315
54	12	0.000760409
54	13	0.000664159
54	14	0.000563066
54	15	0.000463645
54	16	0.000370983
54	17	0.000288542
54	18	0.000218202
54	19	0.000160461
54	20	0.000114761
54	21	7.98287E-05
54	22	5.40101E-05
54	23	3.55421E-05
54	24	2.27485E-05
54	25	1.41608E-05
57	4	0.000595823
57	5	0.000726423
57	6	0.000827495
57	7	0.000893572
57	8	0.000922467
57	9	0.000915227
57	10	0.000875751
57	11	0.000810113
57	12	0.000725695
57	13	0.000630276
57	14	0.000531196
57	15	0.000434717
57	16	0.000345611
57	17	0.000267023
57	18	0.000200537
57	19	0.00014642
57	20	0.000103948
57	21	7.17581E-05
57	22	4.81705E-05
57	23	3.14449E-05
57	24	1.99604E-05
57	25	1.23203E-05
60	4	0.000587641
60	5	0.00071301
60	6	0.000808231
60	7	0.000868302
60	8	0.000891545
60	9	0.000879505
60	10	0.000836498
60	11	0.000768879
60	12	0.000684142
60	13	0.000590002
60	14	0.000493584
60	15	0.00040082
60	16	0.000316099
60	17	0.000242177
60	18	0.000180297
60	19	0.000130457
60	20	9.17534E-05
60	21	6.27315E-05
60	22	4.16943E-05
60	23	2.69401E-05
60	24	1.6922E-05
60	25	1.03329E-05
63	4	0.000576797
63	5	0.000695837
63	6	0.000784111
63	7	0.00083718
63	8	0.000853972
63	9	0.000836606
63	10	0.000789861
63	11	0.000720381
63	12	0.000635746
63	13	0.000543548
63	14	0.000450617
63	15	0.000362471
63	16	0.000283037
63	17	0.000214621
63	18	0.000158078
63	19	0.000113116
63	20	7.8647E-05
63	21	5.31355E-05
63	22	3.48862E-05
63	23	2.22585E-05
63	24	1.38011E-05
63	25	8.31568E-06
66	4	0.000563007
66	5	0.000674759
66	6	0.000755217
66	7	0.000800591
66	8	0.000810487
66	9	0.000787642
66	10	0.000737311
66	11	0.000666401
66	12	0.000582517
66	13	0.000493054
66	14	0.000404459
66	15	0.000321762
66	16	0.000248362
66	17	0.000186073
66	18	0.000135346
66	19	9.5599E-05
66	20	6.55797E-05
66	21	4.36951E-05
66	22	2.82794E-05
66	23	1.77785E-05
66	24	1.0857E-05
66	25	6.44036E-06
69	4	0.000546288
69	5	0.000650048
69	6	0.000722159
69	7	0.000759539
69	8	0.000762511
69	9	0.000734437
69	10	0.000681014
69	11	0.000609357
69	12	0.000527018
69	13	0.000441103
69	14	0.000357603
69	15	0.000280993
69	16	0.00021411
69	17	0.000158266
69	18	0.000113518
69	19	7.90238E-05
69	20	5.33988E-05
69	21	3.50292E-05
69	22	2.23091E-05
69	23	1.37946E-05
69	24	8.2816E-06
69	25	4.82726E-06
72	4	0.000526987
72	5	0.000622374
72	6	0.000685984
72	7	0.000715473
72	8	0.00071188
72	9	0.000679159
72	10	0.000623389
72	11	0.000551806
72	12	0.000471819
72	13	0.000390168
72	14	0.000312321
72	15	0.000242167
72	16	0.000181974
72	17	0.000132571
72	18	9.36607E-05
72	19	6.41843E-05
72	20	4.26707E-05
72	21	2.7524E-05
72	22	1.72269E-05
72	23	1.04626E-05
72	24	6.16623E-06
72	25	3.52657E-06
75	4	0.000505898
75	5	0.000592923
75	6	0.000648282
75	7	0.000670363
75	8	0.000660884
75	9	0.000624324
75	10	0.00056706
75	11	0.000496358
75	12	0.000419401
75	13	0.000342499
75	14	0.000270566
75	15	0.000206901
75	16	0.000153233
75	17	0.000109953
75	18	7.6464E-05
75	19	5.15464E-05
75	20	3.36902E-05
75	21	2.13514E-05
75	22	1.31222E-05
75	23	7.82118E-06
75	24	4.52102E-06
75	25	2.5346E-06
78	4	0.000484357
78	5	0.000563471
78	6	0.000611232
78	7	0.000626713
78	8	0.000612239
78	9	0.000572732
78	10	0.000514773
78	11	0.000445581
78	12	0.000372051
78	13	0.000300036
78	14	0.0002339
78	15	0.000176387
78	16	0.00012874
78	17	9.09776E-05
78	18	6.22684E-05
78	19	4.1287E-05
78	20	2.65245E-05
78	21	1.6513E-05
78	22	9.96316E-06
78	23	5.82622E-06
78	24	3.30232E-06
78	25	1.81428E-06
81	4	0.00046427
81	5	0.000536399
81	6	0.000577588
81	7	0.000587512
81	8	0.000569015
81	9	0.00052737
81	10	0.000469292
81	11	0.000401898
81	12	0.000331783
81	13	0.000264355
81	14	0.000203474
81	15	0.000151397
81	16	0.000108954
81	17	7.58679E-05
81	18	5.11328E-05
81	19	3.33636E-05
81	20	2.10793E-05
81	21	1.28978E-05
81	22	7.64352E-06
81	23	4.38759E-06
81	24	2.43971E-06
81	25	1.31415E-06
84	4	0.000448064
84	5	0.000514618
84	6	0.00055058
84	7	0.000556123
84	8	0.000534513
84	9	0.000491304
84	10	0.000433305
84	11	0.000367532
84	12	0.000300315
84	13	0.000236684
84	14	0.00018008
84	15	0.000132363
84	16	9.40385E-05
84	17	6.46039E-05
84	18	4.29304E-05
84	19	2.76014E-05
84	20	1.71728E-05
84	21	1.03409E-05
84	22	6.02748E-06
84	23	3.401E-06
84	24	1.8578E-06
84	25	9.82503E-07
87	4	0.000438517
87	5	0.000501375
87	6	0.000533726
87	7	0.000536111
87	8	0.000512133
